ID,unwing,wing,log2FoldChange,padj
CL656.Contig7_All,359.679028771452,129.854896704174,1.52677948666621,0.0497777418862341
Unigene24991_All,93.1659089604506,17.1531968803344,3.51675961274807,0.0503432496852632
Unigene27249_All,716.964428325925,1.97921502465397,12.6529858247684,0.0512599366640311
CL2336.Contig3_All,3099.0494429572,1219.77844768019,1.6599808607501,0.0519094219339075
Unigene2463_All,115.184887388855,21.9140368868225,2.63804559047668,0.0526676790208265
CL393.Contig4_All,721.53404728908,281.576537555909,1.85429567610704,0.0528557595075216
Unigene16975_All,129.560603728574,32.3062640570401,1.83430648259263,0.0531289635568292
Unigene2349_All,437.726869872736,149.269055450079,1.53459758488511,0.0534629230187526
Unigene12888_All,87.1308353047522,15.0333956072978,2.66628805894833,0.0536698332106502
CL1102.Contig3_All,383.515661939253,184.501589100233,2.4496442139815,0.0539292497629593
CL368.Contig3_All,128.242501524392,2.63895336620529,8.1726266573739,0.0545181816682173
Unigene971_All,5508.97692842242,3098.90008424454,1.52392999379046,0.0545181816682173
CL1917.Contig2_All,1981.63934700502,365.88224064982,1.7427331541999,0.0553970377237004
Unigene2118_All,1616.80032063481,730.187490139568,1.47772248373235,0.0557186215086831
Unigene22630_All,84.9517283435064,9.14376225268298,2.83706591629163,0.0557228582435604
CL504.Contig3_All,98.2084868049163,24.2982667121421,2.02283784741232,0.0564453507751897
Unigene18457_All,404.133599235684,151.630358969519,1.42215091978535,0.0564453507751897
Unigene29438_All,40.9252381102453,2.80214506167856,3.827992945507,0.0564453507751897
Unigene3172_All,556.435158327257,173.350979069626,1.79303362228454,0.0564453507751897
CL3187.Contig2_All,156.684944163228,46.4582236983084,1.78101737309987,0.0564682412095359
CL3569.Contig1_All,89.6924668439535,22.58732374856,2.21345209716076,0.0573752080152446
CL393.Contig3_All,991.58365015065,383.122340190685,1.64236714393206,0.0585981782277583
Unigene1027_All,2961.02302689669,1162.80396295398,1.4101964077022,0.0589961576551633
CL393.Contig1_All,712.328862795615,286.069500100456,1.53858583093302,0.0598964811992421
CL1924.Contig15_All,71.5128135497817,9.57073441594641,2.74901532793666,0.0608732682467554
CL2697.Contig1_All,134.552547375551,29.2403385275714,2.16303285594321,0.0611316909853622
Unigene11068_All,75.4424481272328,19.9483703823547,2.0555152515929,0.0611316909853622
Unigene2215_All,30.1994502148115,5.9376450739619,5.13374531781633,0.0611316909853622
Unigene11195_All,50.4950064711337,8.89601027145552,2.98508358935387,0.0613167418768263
Unigene8298_All,126.370538143267,31.9078262169025,1.99368719288948,0.0619736577760657
CL1351.Contig2_All,37.1732286308061,5.9376450739619,4.38410738719124,0.0620237610014824
CL1408.Contig1_All,64.1379328740807,8.28532633287439,3.08791902402969,0.0630893582222565
Unigene4152_All,289.633901012918,97.6758501203516,1.69405830336341,0.0640231080872886
CL1386.Contig2_All,98.7264480840746,18.8446624476952,2.70114684466565,0.0646068110945018
CL2206.Contig2_All,841.187840720927,148.040610008578,2.26428817840779,0.0651196072094717
CL3294.Contig2_All,622.929439015449,186.503307089465,1.87812861887736,0.0651196072094717
Unigene14337_All,403.749461981308,159.783902495552,1.33195602069337,0.0651196072094717
Unigene4282_All,187.212844098328,50.539199882531,1.88253869040596,0.0651196072094717
Unigene29437_All,31.4067264875576,4.61816839085926,5.00855504922765,0.0651261205559017
Unigene6974_All,3995.53944314044,1900.76097568008,1.11611993180949,0.0654541646698042
CL1903.Contig2_All,3763.28693147035,4085.50378300283,5.512378716429,0.0658412343356912
Unigene13446_All,52.5253068933276,7.88135421583188,2.66981327800999,0.0658412343356912
Unigene16136_All,73.9463095454496,18.1118269733296,2.02390416533649,0.0658412343356912
CL1496.Contig3_All,1169.36653344351,940.922575108156,4.86689857661268,0.0669130503143167
Unigene2897_All,256.291311200454,0.659738341551322,9.31557517211032,0.0669130503143167
Unigene3487_All,3482.74249115836,4434.71545904125,2.2231993504047,0.0669130503143167
Unigene11671_All,69.6601382255998,16.7067473208497,2.0385258658661,0.0688212542319989
CL2332.Contig1_All,28.6595587558989,3.95843004930793,5.20064478644607,0.0704310121999463
CL2257.Contig1_All,108.060541122871,21.5301902504942,2.07255509053606,0.0704698473521305
Unigene1317_All,79.2648875328935,8.08005179408914,3.91115171903925,0.0704698473521305
Unigene22674_All,93.3304962234442,18.7705226312578,2.29045059893082,0.0706770016380667
Unigene498_All,41.1296425223353,5.71842741586021,3.29772428621919,0.0707181956642134
CL3.Contig3_All,545.392435531183,174.899737912271,1.66330093049676,0.0711178620437617
CL2040.Contig1_All,539.581319674526,211.083756717655,1.44084196992203,0.0713082504504219
Unigene26916_All,55.7267368371954,6.53334320960346,2.94038027994886,0.0723613142997046
Unigene519_All,177.382542792294,34.3871105376341,2.31255270984207,0.0724478821810463
CL552.Contig8_All,59.6093197807034,10.2725556008097,2.91044275391505,0.0732648602346466
Unigene22333_All,117.308523949922,31.3772109707938,1.95910503071027,0.0732648602346466
Unigene8730_All,178.405828876181,45.7779652769127,1.94069348965196,0.0737600177679406
Unigene10934_All,170.939684213717,36.0510107251512,1.94812056605383,0.0746713143107342
CL3528.Contig1_All,350.918243985348,118.947614434939,1.49898896660573,0.0747374739727192
CL2763.Contig1_All,5824.12276530977,2423.72370215968,1.41578903590957,0.0747664453071523
Unigene1904_All,47.5316897698926,8.17920328365266,2.7767027844946,0.0747664453071523
Unigene8042_All,84.6141620857264,19.3947550900251,2.08789974046148,0.0747664453071523
CL904.Contig4_All,7578.5904166176,13784.1526992825,2.42254047220971,0.0752896194070153
Unigene16227_All,773.745244132384,298.940652101362,1.60651375274102,0.0753602941611993
CL671.Contig3_All,143.550747633025,85.1062460601206,7.54495838060385,0.0762819638285925
CL822.Contig2_All,199.497644398379,42.1887906601238,2.57233548909619,0.0767237881571852
Unigene28649_All,38.2048978887649,4.86696305570984,2.96919458253181,0.0767237881571852
CL2983.Contig3_All,1430.97252471518,532.821210105194,1.64599083823574,0.0767834870757774
Unigene21902_All,71.1205228591788,15.7206255883518,2.11719141384199,0.0769407519381826
Unigene12065_All,211.611575667564,79.3177084485479,1.57962177606144,0.0772074187922774
Unigene2138_All,131.432567109699,31.9478974333092,2.35551332691611,0.0772074187922774
Unigene6856_All,126.288010495065,34.2364246787239,1.91330409112617,0.0772074187922774
Unigene26287_All,39.8540692755149,2.66748768933106,3.67237275820017,0.0774979683234668
CL2567.Contig2_All,1146.24587430695,275.217203954974,1.92276238500242,0.0781210063525293
Unigene11375_All,61.3131489274539,29.0284870282582,3.92662474544626,0.078713788975416
Unigene8931_All,3831.33611284834,1906.04277703871,1.62752934104518,0.0788582943652112
Unigene11803_All,31.477929415578,2.27706409247475,3.84759319356716,0.0792019571535145
CL3646.Contig4_All,7770.64868392202,43630.8602365344,5.32429479077256,0.079434619647307
CL658.Contig6_All,1521.81029513105,0,12.0140469800074,0.079434619647307
Unigene620_All,879.608045182093,875.885808282552,2.1442859729987,0.079434619647307
Unigene4108_All,777.003981017911,239.395148163661,1.70206620462974,0.0804835363185792
